PWSID,PWS_Name,Counties Served,Primacy_agency,Suspect LPA?,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes last updated,Weird case?,,,,,,,,,,,,,,
CA2000504,LA VINA RANCH COLD STORAGE,Madera,SWRCB,Madera-LPA,,New system ,Private ancillary,Private ancillary,Agricultural/industrial,"Bravante produce gowing, packing and shipping",2/8/2023,,,,,,,,,,,,,,,
CA2000573,THE VILLAGE,Madera,SWRCB,Madera-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2000647,JOHN HOVANNISIAN WATER SYSTEM,Madera,SWRCB,Madera-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2000688,ECCO,Madera,SWRCB,Madera-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2000785,VALLEY TEEN RANCH,Madera,SWRCB,Madera-LPA,Private,Kristin,Ancillary,Private ancillary,Detention,https://valleyteenranch.org/services/short-term-residential-therapeutic-program;  population is dependents of Social Services or delinquent juveniles placed by Juvenile Court order,,,,,,,,,,,,,,,,
CA2000800,MARQUEZ RENTAL,Madera,SWRCB,Madera-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2600714,WHEELER CREST CSD,Mono,SWRCB,Mono-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4210005,SAN VICENTE WATER COMPANY,Santa Barbara,SWRCB,NO,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700522,CABANA HOLIDAY WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700535,JOST POST WA,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4300567,BURCHELL ROAD WATER ASSOCIATION,Santa Clara,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4300578,ANGELO LANE WATER COMPANY,Santa Clara,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4300611,CASA DE FRUTA WATER SYSTEM,Santa Clara,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4300716,LUPIN LODGE,Santa Clara,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4300741,MIREVAL IMPROVEMENT ASSOCIATION,Santa Clara,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4300832,SOUTH COUNTY RETIREMENT HOME,Santa Clara,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Healthcare/eldercare/disability,,,,,,,,,,,,,,,,,
CA4300859,LEARNING SERVICES CORP.,Santa Clara,SWRCB,,,New system ,Private ancillary,Private ancillary,Healthcare/eldercare/disability,Treatment facilty for brain injuries,2/8/2023,,,,,,,,,,,,,,,
CA4300996,VALLEY VIEW RANCHES,Santa Clara,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4310013,STANFORD UNIVERSITY,Santa Clara,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Education and retreat,,,,,,,,,,,,,,,,,
CA2700541,DEL MONTE FARMS RD WS #03,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700547,DESMOND RD WS #03,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700579,ELKHORN RD WS #04,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700589,GLENN AVE WS #01,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700594,HIDDEN VALLEY WA,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700612,LAGUNA SECA WC,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700638,MAHER RD WS #05,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700662,MURPHY HILL WS #01,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700663,MURPHY HILL WS #02,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700665,OAK HEIGHTS W & R CO INC,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700669,ORCHARD LN WS #02,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700678,PARADISE RD WS #05,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,Formerly maintained by PSMCSD (http://pajarosunnymesa.com/index.php?page=water); WQ sampling is done by https://cypresswaterservices.com/private-water-systems and maybe a contracted operator,,,,,,,,,,,,,,,,
CA2700682,PARADISE RD WS #09,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,Serviced by https://dpd-inc.com/,,,,,,,,,,,,,,,,
CA2700687,PESANTE RD WS #02,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700691,PESANTE RD WS #06,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700713,ROLLING HILLS RANCHO WA,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700733,SAN JUAN RD WS #01,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700738,SAN MIGUEL WS #01,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700740,SAN MIGUEL WS #03,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700766,STRAWBERRY RD WS #06,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700772,STRUVE RD WS #02,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700799,VISTA DEL TORO WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700837,BLACKIE RD WS #05,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700838,SPRING CANYON WA,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700842,BAUMANN RD WS #01,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2700992,MILLER'S LODGE WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701034,APPLE AVE WS #02,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701036,APPLE AVE WS #03,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701040,MCCOY RD WS #05,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701046,CAMPHORA APARTMENTS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA2701063,RIVER RD WS #25,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701068,IVERSON & JACKS APTS WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA2701241,ENCINAL RD WS #01,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701280,NEPENTHE WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701295,ESALEN INSTITUTE WS,Monterey,SWRCB,Monterey-LPA,Private,Kristin,Ancillary,Private ancillary,Education and retreat,,,,,,,,,,,,,,,,,
CA2701403,PINE ST WS #01,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701423,ECHO VALLEY RD WS #05,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701498,HARBOR VIEW WA,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701553,POND-DEROSA OAKS WC,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4410008,"MT. HERMON ASSOCIATION, INC.",Santa Cruz,SWRCB,NO,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701633,PARADISE RD WS #21,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701647,GREEN ACRES WA,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701701,BRADLEY-LOCKWOOD RD WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701705,TASSAJARA SPRINGS WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701740,BLUFFS WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701742,CALIFORNIA ORCHARD WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701820,CORDA RD WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701897,BERRY DR WS #02,Monterey,SWRCB,Monterey-LPA,Private,Kristin,Ancillary,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701904,SAN JERARDO COOP WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701906,LAKE SAN ANTONIO PARK WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2701926,MORO RD WS #09,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702026,APRICOT LN WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702073,SAN MIGUEL WS #22,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702110,DELANY WC,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702140,WOODSIDE WA,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702268,NEW CAMALDOLI HERMITAGE WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702299,POST RANCH INN WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702320,HITCHCOCK RD WS #01,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702325,FERNWOOD WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702328,VENTANA BIG SUR INN WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702388,ROYAL OAK PLACE WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702409,EL CAMINO WC INC,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702521,SANTA LUCIA PRESERVE WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2702816,MERRILL GARDENS IRIS CANYON WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2704520,WILLIAMS - RC FARMS WS,Monterey,SWRCB,Monterey-LPA,,New system ,Private ancillary,Private ancillary,,,,,,,,,,,,,,,,,,
CA2800531,NAPA RIVER RANCH,Napa,SWRCB,Napa-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2800593,R RANCH AT THE LAKE,Napa,SWRCB,Napa-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2800625,ADVENTIST HEALTH - ST. HELENA HOSPITAL,Napa,SWRCB,Napa-LPA,Private,Kristin,Ancillary,Private ancillary,Healthcare/eldercare/disability,151-bed acute-care hospital,,,,,,,,,,,,,,,,
CA2801016,HESS WINERY,Napa,SWRCB,Napa-LPA,Private,Kristin,Ancillary,Private ancillary,Agricultural/industrial,"founded in 1978 on the site of one of Napa Valley's oldest wineries,",,,,,,,,,,,,,,,,
CA2900502,FLORISTON WATER SYSTEM,Nevada,SWRCB,Nevada-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2900531,CREEKSIDE VILLAGE,Nevada,SWRCB,Nevada-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA2900541,CHRISTIAN ENCOUNTER MINISTRIES,Nevada,SWRCB,Nevada-LPA,Private,Original,Private,Private ancillary,Education and retreat,BIBLICALLY-BASED CHURCH WITH AN INTEGRATED RESIDENTIAL YOUTH PROGRAM - Christian Encounter Ranch has residential counseling and discipleship program for struggling young people;,,,,,,,,,,,,,,,,
CA2900546,SIERRA FRIENDS CENTER,Nevada,SWRCB,Nevada-LPA,Private,Original,Private,Private ancillary,Education and retreat,non-profit Quaker organization 8 miles outside of Nevada City,,,,,,,,,,,,,,,,
CA2900562,ANANDA VILLAGE,Nevada,SWRCB,Nevada-LPA,Private,Original,Private,Private ancillary,Education and retreat,"yoga retreat space, A Spiritual Cooperative Community in the Tradition of Paramhansa Yogananda .",,,,,,,,,,,,,,,,
CA3100014,BAKER RANCH WATER CORP,Placer,SWRCB,Placer-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3100019,NORTH EDEN VALLEY,Placer,SWRCB,Placer-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3100040,SHADY GLEN COMM WATER SYSTEM,Placer,SWRCB,Placer-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3100061,SIERRA MEADOWS APARTMENT,Placer,SWRCB,Placer-LPA,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA3100069,AUBURN RIDGE WOODS,Placer,SWRCB,Placer-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3400137,LINCOLN CHAN-HOME RANCH,Sacramento,SWRCB,Sacramento-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3400181,LAGUNA DEL SOL INC,Sacramento,SWRCB,Sacramento-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3600031,BIG PINE TRACT,San Bernardino,SWRCB,San Bernardino-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3600152,LOMA LINDA UNIVERSITY,San Bernardino,SWRCB,San Bernardino-LPA,Private,Kristin,Ancillary,Private ancillary,Education and retreat,,,,,,,,,,,,,,,,,
CA3600187,OLIVE DELL RANCH,San Bernardino,SWRCB,San Bernardino-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3600262,SNOWCREST HEIGHTS IMP ASSOC,San Bernardino,SWRCB,San Bernardino-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3600308,GLEN HELEN TRUCK PARKING FACILITY,San Bernardino,SWRCB,San Bernardino-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,San Bernardino,SWRCB,San Bernardino-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3600504,KNOLL ENTERPRISES,San Bernardino,SWRCB,San Bernardino-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4800531,VACA VILLA APARTMENTS,Solano,SWRCB,,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA4800561,SNUG HARBOR RV LP,Solano,SWRCB,,Private,Original,Private,Private ancillary,Campground/RV park ,,,,,,,,,,,,,,,,,
CA4800589,CRESTA MESA PARQUE,Solano,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4900510,SOUTH CLOVERDALE WATER COMPANY,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4900577,RIO LINDO ADVENTIST ACADEMY,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,Education and retreat,Christian boarding school - https://www.riolindo.org/,,,,,,,,,,,,,,,,
CA4900587,BRAND WATER COMPANY,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4900608,SIX ACRES WATER COMPANY,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4900736,CLEAR CREEK WATER COMPANY,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4900794,SUNSET PARK COMMUNITY,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4900850,BODEGA WATER COMPANY,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4900871,DE ANZA MOON VALLEY WATER COMPANY,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4900913,ROBIN WAY WATER SYSTEM,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4900943,ALLIANCE REDWOODS CONFERENCE GROUNDS,Sonoma,SWRCB,,Private,Kristin,Ancillary,Private ancillary,Education and retreat,"christian camping experience, https://allianceredwoods.com/about-us/history-of-arcg/",,,,,,,,,,,,,,,,
CA4901290,BODEGA BAY OYSTER COMPANY,Sonoma,SWRCB,,,New system ,Private ancillary,Private ancillary,Other commercial,"Seem to have airbnb. restaurant, and business on site",,,,,,,,,,,,,,,,
CA4901346,DELORES LANE WATER SYSTEM,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4901445,JAMES COURT WATER SYSTEM,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4910022,CANON MANOR WATER SYSTEM,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4910026,ODD FELLOWS RECREATION CLUB,Sonoma,SWRCB,,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3601015,IRONWOOD CAMP,San Bernardino,SWRCB,San Bernardino-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3601048,BARTON FLATS WATER SYSTEM,San Bernardino,SWRCB,San Bernardino-LPA,,New system ,Private ancillary,Private ancillary,,Christian/science/leadership camp,1/24/2023,,,,,,,,,,,,,,,
CA3601085,RANCHO PINO VERDE,San Bernardino,SWRCB,San Bernardino-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3900559,WINE COUNTRY APARTMENTS,San Joaquin,SWRCB,San Joaquin-LPA,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA3900835,WAYSIDE MOTEL APARTMENTS WTR SYS,San Joaquin,SWRCB,San Joaquin-LPA,Private,Kristin,Ancillary,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA3900837,LODI HOMES,San Joaquin,SWRCB,San Joaquin-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3900921,CARDOZA VILLA CORP,San Joaquin,SWRCB,San Joaquin-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3900991,LA TORRES PARK,San Joaquin,SWRCB,San Joaquin-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3901031,132 INVESTMENTS WATER SYSTEM,San Joaquin,SWRCB,San Joaquin-LPA,Private,Original,Private,Private ancillary,Campground/RV park,ORCHARD RESTAURANT + likely 187 residents at an RV Park per google maps satelite,,,,,,,,,,,,,,,,
CA3901213,SUNNY ROAD WATER SYSTEM,San Joaquin,SWRCB,San Joaquin-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3901217,HAYNES BOARD & CARE HOME,San Joaquin,SWRCB,San Joaquin-LPA,Private,Kristin,Ancillary,Private ancillary,Healthcare/eldercare/disability,"Assisted Living & Nursing Home,",,,,,,,,,,,,,,,,
CA3901276,HANOT FOUNDATION INC,San Joaquin,SWRCB,San Joaquin-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3901304,ENCLAVE AT THE DELTA,San Joaquin,SWRCB,San Joaquin-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA3901474,"HESKETT, JOE WATER SYSTEM",San Joaquin,SWRCB,San Joaquin-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4000202,EDNA VALLEY RANCH EAST,San Luis Obispo,SWRCB,San Luis Obispo-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4000501,HALCYON WATER SYSTEM,San Luis Obispo,SWRCB,San Luis Obispo-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4000563,HIGUERA APARTMENTS,San Luis Obispo,SWRCB,San Luis Obispo-LPA,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
CA4000648,KEN MAR GARDENS,San Luis Obispo,SWRCB,San Luis Obispo-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4000660,BEAR VALLEY WATER COMPANY,San Luis Obispo,SWRCB,San Luis Obispo-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4000741,"H2O, INC",San Luis Obispo,SWRCB,San Luis Obispo-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4000744,AFUERA DE CHORRO WATER COMPANY,San Luis Obispo,SWRCB,San Luis Obispo-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4000749,TERRA DE ORO WATER COMPANY,San Luis Obispo,SWRCB,San Luis Obispo-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4000771,RANCHO NIPOMO WATER COMPANY,San Luis Obispo,SWRCB,San Luis Obispo-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4000839,ADA'S VINEYARD LLC,San Luis Obispo,SWRCB,San Luis Obispo-LPA,,New system ,Private ancillary,Private ancillary,Healthcare/eldercare/disability,Eldercare facility,2/7/2023,,,,,,,,,,,,,,,
CA4200505,CACHUMA VILLAGE,Santa Barbara,SWRCB,Santa Barbara-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4200616,SKYLINE PARK,Santa Barbara,SWRCB,Santa Barbara-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4200618,MIDLAND SCHOOL,Santa Barbara,SWRCB,Santa Barbara-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4200721,NAPLES,Santa Barbara,SWRCB,Santa Barbara-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4200924,EL RANCHO TAJIGUAS,Santa Barbara,SWRCB,Santa Barbara-LPA,Private,Original,Private,Private ancillary,,,,,,,,,,,,,,,,,,
CA4200969,AAA KINDNESS CARE HOME,Santa Barbara,SWRCB,Santa Barbara-LPA,Private,Kristin,Ancillary,Private ancillary,Healthcare/eldercare/disability,,,,,,,,,,,,,,,,,
CA4400517,LAKEVIEW APARTMENTS,Santa Cruz,SWRCB,Santa Cruz-LPA,Private,Original,Private,Private ancillary,"Housing [includes farm labor, apts], ",,,,,,,,,,,,,,,,,
